locus_tag,start,stop,strand,gene_name,old_locus_tag,gene_product,COG,uniprot
STM14_3613,3176213,3176620,-,ygdB,,hypothetical protein,Function unknown,A0A0F6B675
STM14_3614,3176617,3177180,-,ppdB,,hypothetical protein,"Intracellular trafficking, secretion, and vesicular transport",A0A0F6B676
STM14_3615,3177171,3177641,-,ppdA,,hypothetical protein,Cell motility,A0A0F6B677
STM14_3616,3177651,3177833,+,STM14_3616,,hypothetical protein,No COG annotation,A0A0F6B678
STM14_3617,3177826,3178620,-,thyA,,thymidylate synthase,Nucleotide transport and metabolism,A0A0F6B679
STM14_3618,3178627,3179502,-,lgt,,prolipoprotein diacylglyceryl transferase,Cell wall/membrane/envelope biogenesis,A0A0F6B680
STM14_3619,3179499,3179657,-,STM14_3619,,hypothetical protein,No COG annotation,A0A0F6B681
STM14_3620,3179718,3181964,-,ptsP,,fused phosphoenolpyruvate-protein phosphotransferase PtsP/GAF domain-containing protein,Signal transduction mechanisms,A0A0F6B682
STM14_3621,3181977,3182507,-,ygdP,,dinucleoside polyphosphate hydrolase,"Replication, recombination and repair",A0A0F6B683
STM14_3622,3182548,3182661,-,STM14_3622,,hypothetical protein,No COG annotation,A0A0F6B684
STM14_3623,3182641,3182757,+,STM14_3623,,hypothetical protein,No COG annotation,A0A0F6B685
STM14_3624,3182858,3183004,-,STM14_3624,,hypothetical protein,No COG annotation,A0A0F6B686
STM14_3625,3183029,3183154,+,STM14_3625,,hypothetical protein,No COG annotation,A0A0F6B687
STM14_3626,3183053,3183160,-,STM14_3626,,hypothetical protein,No COG annotation,A0A0F6B688
STM14_3627,3183190,3183885,+,mutH,,DNA mismatch repair protein,"Replication, recombination and repair",A0A0F6B689
STM14_3628,3183985,3184095,+,STM14_3628,,hypothetical protein,No COG annotation,A0A0F6B690
STM14_3629,3184067,3184780,+,ygdQ,,putative transport protein,Inorganic ion transport and metabolism,A0A0F6B691
STM14_3630,3184950,3185168,+,ygdR,,putative peptide transport protein,Cell wall/membrane/envelope biogenesis,A0A0F6B692
STM14_3631,3185172,3185342,+,STM14_3631,,hypothetical protein,No COG annotation,A0A0F6B693
STM14_3632,3185359,3186399,+,tas,,putative aldo-keto reductase,Energy production and conversion,A0A0F6B694
STM14_3633,3186486,3187688,-,ygeD,,hypothetical protein,"Intracellular trafficking, secretion, and vesicular transport",A0A0F6B695
STM14_3634,3187681,3189840,-,aas,,bifunctional acyl-[acyl carrier protein] synthetase/2-acylglycerophosphoethanolamine acyltransferase,Lipid transport and metabolism,A0A0F6B696
STM14_3635,3190309,3190434,-,STM14_3635,,conserved hypothetical protein,No COG annotation,A0A0F6B697
STM14_3636,3190433,3191461,+,galR,,DNA-binding transcriptional regulator GalR,Transcription,A0A0F6B698
STM14_3637,3191472,3192494,+,STM14_3637,,putative transcriptional regulator,Transcription,A0A0F6B699
STM14_3638,3192504,3193766,-,lysA,,diaminopimelate decarboxylase,Amino acid transport and metabolism,A0A0F6B6A0
STM14_3639,3193884,3194819,+,lysR,,DNA-binding transcriptional regulator LysR,Transcription,A0A0F6B6A1
STM14_3640,3194791,3195498,-,ygeA,,putative racemase,Carbohydrate transport and metabolism,A0A0F6B6A2
STM14_3641,3195611,3197029,-,araE,,L-arabinose/proton symport protein,Amino acid transport and metabolism,A0A0F6B6A3
STM14_3642,3197131,3197247,-,STM14_3642,,hypothetical protein,No COG annotation,A0A0F6B6A4
STM14_3643,3197383,3198144,-,kduD,,2-deoxy-D-gluconate 3-dehydrogenase,Lipid transport and metabolism,A0A0F6B6A5
STM14_3644,3198201,3199037,-,kduI,,5-keto-4-deoxyuronate isomerase,Carbohydrate transport and metabolism,A0A0F6B6A6
STM14_3645,3199028,3199198,-,STM14_3645,,hypothetical protein,No COG annotation,A0A0F6B6A7
STM14_3646,3199467,3200645,-,yqeF,,acetyl-CoA acetyltransferase,Lipid transport and metabolism,A0A0F6B6A8
STM14_3647,3200768,3201631,-,STM14_3647,,putative transcriptional regulator,Transcription,A0A0F6B6A9
STM14_3648,3201708,3202190,+,STM14_3648,,putative inner membrane protein,Function unknown,A0A0F6B6B0
STM14_3649,3202193,3202315,+,STM14_3649,,hypothetical protein,No COG annotation,A0A0F6B6B1
STM14_3650,3202332,3203561,+,STM14_3650,,putative transport protein,Amino acid transport and metabolism,A0A0F6B6B2
STM14_3651,3203592,3203864,-,yohL,,putative cytoplasmic protein,Function unknown,A0A0F6B6B3
STM14_3652,3203986,3204894,+,yohM,,nickel/cobalt efflux protein RcnA,"Intracellular trafficking, secretion, and vesicular transport",A0A0F6B6B4
STM14_3653,3205104,3205862,-,STM14_3653,,putative cytoplasmic protein,Transcription,A0A0F6B6B5
STM14_3654,3205849,3206361,-,STM14_3654,,hypothetical protein,Function unknown,A0A0F6B6B6
STM14_3655,3206505,3207581,-,STM14_3655,,putative outer membrane protein,Function unknown,A0A0F6B6B7
STM14_3656,3207578,3208321,-,stdC,,putative fimbrial chaparone,Cell wall/membrane/envelope biogenesis,A0A0F6B6B8
STM14_3657,3208362,3210851,-,stdB,,putative outer membrane usher protein,Cell motility,A0A0F6B6B9
STM14_3658,3210549,3210968,+,STM14_3658,,hypothetical protein,No COG annotation,A0A0F6B6C0
STM14_3659,3210971,3211681,-,stdA,,putative fimbrial-like protein,Cell motility,A0A0F6B6C1
STM14_3660,3212274,3212906,-,STM14_3660,,hypothetical protein,Function unknown,A0A0F6B6C2
STM14_3661,3212953,3213489,-,STM14_3661,,Ail/OmpX-like protein,Cell wall/membrane/envelope biogenesis,A0A0F6B6C3
STM14_3662,3213534,3213719,-,STM14_3662,,conserved hypothetical protein,No COG annotation,A0A0F6B6C4
STM14_3663,3214295,3214693,-,STM14_3663,,plasmid maintenance protein,Function unknown,A0A0F6B6C5
STM14_3664,3214693,3215070,-,STM14_3664,,putative virulence-associated protein,Function unknown,A0A0F6B6C6
STM14_3666,3215425,3215670,-,STM14_3666,,hypothetical protein,No COG annotation,A0A0F6B6C7
STM14_3667,3215623,3216429,+,STM14_3667,,putative inner membrane protein,Lipid transport and metabolism,A0A0F6B6C8
STM14_3669,3216714,3217472,-,STM14_3669,,putative metalloendopeptidase,Cell wall/membrane/envelope biogenesis,A0A0F6B6C9
STM14_3670,3217519,3217686,+,STM14_3670,,hypothetical protein,No COG annotation,A0A0F6B6D0
STM14_3671,3217737,3218282,+,idi,,isopentenyl-diphosphate delta-isomerase,Nucleotide transport and metabolism,A0A0F6B6D1
STM14_3672,3218358,3219875,-,lysS,,lysyl-tRNA synthetase,"Translation, ribosomal structure and biogenesis",A0A0F6B6D2
STM14_3673,3219885,3220961,-,prfB,,peptide chain release factor 2,"Translation, ribosomal structure and biogenesis",A0A0F6B6D3
STM14_3674,3221088,3222821,-,recJ,,ssDNA exonuclease RecJ,"Replication, recombination and repair",A0A0F6B6D4
STM14_3675,3222827,3223540,-,dsbC,,thiol:disulfide interchange protein DsbC,"Post-translational modification, protein turnover,and chaperones",A0A0F6B6D5
STM14_3676,3223564,3224460,-,xerD,,site-specific tyrosine recombinase XerD,"Replication, recombination and repair",A0A0F6B6D6
STM14_3677,3224573,3225094,+,fldB,,flavodoxin FldB,Energy production and conversion,A0A0F6B6D7
STM14_3678,3225147,3225560,-,ygfX,,putative inner membrane protein,Function unknown,A0A0F6B6D8
STM14_3679,3225541,3225807,-,ygfY,,hypothetical protein,Function unknown,A0A0F6B6D9
STM14_3680,3225806,3226042,+,STM14_3680,,conserved hypothetical protein,No COG annotation,A0A0F6B6E0
STM14_3681,3226057,3227037,+,ygfZ,,putative global regulator,"Translation, ribosomal structure and biogenesis",A0A0F6B6E1
STM14_3682,3227153,3227812,-,yqfA,,putative hemolysin,Function unknown,A0A0F6B6E2
STM14_3683,3227976,3228287,-,yqfB,,hypothetical protein,Function unknown,A0A0F6B6E3
STM14_3684,3228446,3229879,+,bglA,,6-phospho-beta-glucosidase A,Carbohydrate transport and metabolism,A0A0F6B6E4
STM14_3685,3229927,3230820,-,STM14_3685,,putative outer membrane protein,Energy production and conversion,A0A0F6B6E5
STM14_3686,3230904,3231050,-,STM14_3686,,immunoglobulin VH domain protein,No COG annotation,A0A0F6B6E6
STM14_3687,3231276,3234149,-,gcvP,,glycine dehydrogenase,Amino acid transport and metabolism,A0A0F6B6E7
STM14_3688,3234312,3234701,-,gcvH,,glycine cleavage system protein H,Amino acid transport and metabolism,A0A0F6B6E8
STM14_3689,3234727,3235821,-,gcvT,,glycine cleavage system aminomethyltransferase T,Amino acid transport and metabolism,A0A0F6B6E9
STM14_3690,3235813,3235968,+,STM14_3690,,hypothetical protein,No COG annotation,A0A0F6B6F0
STM14_3691,3236175,3236279,+,STM14_3691,,hypothetical protein,No COG annotation,A0A0F6B6F1
STM14_3692,3236276,3237478,-,visC,,hypothetical protein,Energy production and conversion,A0A0F6B6F2
STM14_3693,3237457,3237624,+,STM14_3693,,hypothetical protein,No COG annotation,A0A0F6B6F3
STM14_3694,3237604,3238782,-,ubiH,,2-octaprenyl-6-methoxyphenyl hydroxylase,Energy production and conversion,A0A0F6B6F4
STM14_3695,3238779,3240095,-,pepP,,proline aminopeptidase P II,Amino acid transport and metabolism,A0A0F6B6F5
STM14_3696,3240121,3240699,-,ygfB,,hypothetical protein,Function unknown,A0A0F6B6F6
STM14_3697,3240866,3241195,+,ygfE,,Z-ring-associated protein,"Cell cycle control, cell division, chromosome partitioning",A0A0F6B6F7
STM14_3698,3241489,3242037,+,ygfA,,putative ligase,Coenzyme transport and metabolism,A0A0F6B6F8
STM14_3699,3242418,3243650,-,serA,,D-3-phosphoglycerate dehydrogenase,Amino acid transport and metabolism,A0A0F6B6F9
STM14_3700,3243685,3243795,+,STM14_3700,,hypothetical protein,No COG annotation,A0A0F6B6G0
STM14_3701,3243916,3244575,-,rpiA,,ribose-5-phosphate isomerase A,Carbohydrate transport and metabolism,A0A0F6B6G1
STM14_3702,3244595,3244732,+,STM14_3702,,hypothetical protein,No COG annotation,A0A0F6B6G2
STM14_3703,3244729,3245622,+,iciA,,chromosome replication initiation inhibitor protein,Transcription,A0A0F6B6G3
STM14_3704,3245634,3245885,+,STM14_3704,,conserved hypothetical protein,No COG annotation,A0A0F6B6G4
STM14_3705,3245888,3246634,-,yggE,,hypothetical protein,Function unknown,A0A0F6B6G5
STM14_3706,3246728,3247363,-,yggA,,arginine exporter protein,"Intracellular trafficking, secretion, and vesicular transport",A0A0F6B6G6
STM14_3707,3247563,3248423,-,yggB,,mechanosensitive channel MscS,Cell wall/membrane/envelope biogenesis,A0A0F6B6G7
STM14_3708,3248650,3249729,-,fba,,fructose-bisphosphate aldolase,Carbohydrate transport and metabolism,A0A0F6B6G8
STM14_3709,3249831,3250994,-,pgk,,phosphoglycerate kinase,Nucleotide transport and metabolism,A0A0F6B6G9
STM14_3710,3251016,3252062,-,epd,,erythrose 4-phosphate dehydrogenase,Coenzyme transport and metabolism,A0A0F6B6H0
STM14_3711,3252233,3252433,+,STM14_3711,,hypothetical protein,No COG annotation,A0A0F6B6H1
STM14_3712,3252436,3252861,+,STM14_3712,,putative DNA-binding protein,Function unknown,A0A0F6B6H2
STM14_3713,3252887,3253465,+,STM14_3713,,putative inner membrane protein,Signal transduction mechanisms,A0A0F6B6H3
STM14_3714,3253466,3254173,+,STM14_3714,,putative ABC-type cobalt transport system permease component,Inorganic ion transport and metabolism,A0A0F6B6H4
STM14_3715,3254161,3254838,+,STM14_3715,,putative ABC-type cobalt transport system ATP-binding component,Inorganic ion transport and metabolism,A0A0F6B6H5
STM14_3716,3254832,3255488,+,STM14_3716,,putative ABC-type cobalt transport system ATP-binding component,Inorganic ion transport and metabolism,A0A0F6B6H6
STM14_3717,3255532,3257523,-,tktA,,transketolase,Carbohydrate transport and metabolism,A0A0F6B6H7
STM14_3718,3257540,3257698,+,STM14_3718,,hypothetical protein,No COG annotation,A0A0F6B6H8
STM14_3719,3257799,3258557,+,yggG,,putative Zn-dependent protease,"Post-translational modification, protein turnover,and chaperones",A0A0F6B6H9
STM14_3720,3258658,3259578,-,speB,,agmatinase,Nucleotide transport and metabolism,A0A0F6B6I0
STM14_3721,3259783,3260598,-,STM14_3721,,putative hydrolase/acyltransferase,Lipid transport and metabolism,A0A0F6B6I1
STM14_3722,3260720,3260824,+,STM14_3722,,hypothetical protein,No COG annotation,A0A0F6B6I2
STM14_3723,3260953,3261426,-,STM14_3723,,putative mannitol dehydrogenase,Carbohydrate transport and metabolism,A0A0F6B6I3
STM14_3724,3261465,3262472,-,STM14_3724,,putative malate/L-lactate dehydrogenase,Energy production and conversion,A0A0F6B6I4
STM14_3725,3262486,3263502,-,STM14_3725,,putative zinc-binding dehydrogenase,Amino acid transport and metabolism,A0A0F6B6I5
STM14_3726,3263505,3264977,-,STM14_3726,,putative mannitol dehydrogenase,Carbohydrate transport and metabolism,A0A0F6B6I6
STM14_3727,3266219,3266968,-,STM14_3727,,putative regulatory protein,Transcription,A0A0F6B6I7
STM14_3728,3267173,3267904,-,STM14_3728,,putative outer membrane lipoprotein,No COG annotation,A0A0F6B6I8
STM14_3729,3268048,3270024,-,speA,,arginine decarboxylase,Coenzyme transport and metabolism,A0A0F6B6I9
STM14_3730,3270033,3270164,-,yqgB,,putative inner membrane protein,Function unknown,A0A0F6B6J0
STM14_3732,3270459,3270758,-,yqgD,,putative inner membrane protein,Function unknown,A0A0F6B6J1
STM14_3733,3270814,3271968,+,metK,,S-adenosylmethionine synthetase,Coenzyme transport and metabolism,A0A0F6B6J2
STM14_3734,3271996,3272121,-,STM14_3734,,hypothetical protein,No COG annotation,A0A0F6B6J3
STM14_3735,3272461,3273855,+,galP,,galactose/proton symporter,"Intracellular trafficking, secretion, and vesicular transport",A0A0F6B6J4
STM14_3736,3273934,3274431,+,sprT,,hypothetical protein,Function unknown,A0A0F6B6J5
STM14_3737,3274526,3275233,+,endA,,DNA-specific endonuclease I,"Replication, recombination and repair",A0A0F6B6J6
STM14_3738,3275310,3276041,+,yggJ,,hypothetical protein,Coenzyme transport and metabolism,A0A0F6B6J7
STM14_3739,3276061,3277008,+,gshB,,glutathione synthetase,Nucleotide transport and metabolism,A0A0F6B6J8
STM14_3740,3277224,3277787,+,yqgE,,hypothetical protein,Transcription,A0A0F6B6J9
STM14_3741,3277787,3278203,+,yqgF,,Holliday junction resolvase-like protein,"Translation, ribosomal structure and biogenesis",A0A0F6B6K0
STM14_3742,3278250,3278936,-,STM14_3742,,putative transcriptional regulator,Transcription,A0A0F6B6K1
STM14_3743,3279068,3280048,-,yggR,,twitching motility protein,Cell motility,A0A0F6B6K2
STM14_3744,3280066,3280770,+,yggS,,hypothetical protein,Amino acid transport and metabolism,A0A0F6B6K3
STM14_3745,3280789,3281355,+,yggT,,putative integral membrane protein,Function unknown,A0A0F6B6K4
STM14_3746,3281352,3281642,+,yggU,,hypothetical protein,Function unknown,A0A0F6B6K5
STM14_3747,3281650,3282243,+,yggV,,putative deoxyribonucleotide triphosphate pyrophosphatase,Nucleotide transport and metabolism,A0A0F6B6K6
STM14_3748,3282236,3283372,+,yggW,,coproporphyrinogen III oxidase,Coenzyme transport and metabolism,A0A0F6B6K7
STM14_3749,3283463,3284470,-,yggM,,putative periplasmic protein,Function unknown,A0A0F6B6K8
STM14_3750,3284603,3285649,-,ansB,,L-asparaginase II,Amino acid transport and metabolism,A0A0F6B6K9
STM14_3751,3285668,3285820,-,STM14_3751,,hypothetical protein,No COG annotation,A0A0F6B6L0
STM14_3752,3285838,3286557,-,yggN,,hypothetical protein,Function unknown,A0A0F6B6L1
STM14_3753,3286607,3286933,-,yggL,,hypothetical protein,Function unknown,A0A0F6B6L2
STM14_3754,3286933,3287652,-,trmB,,tRNA (guanine-N(7))-methyltransferase,"Translation, ribosomal structure and biogenesis",A0A0F6B6L3
STM14_3755,3287807,3288859,+,mutY,,adenine DNA glycosylase,"Replication, recombination and repair",A0A0F6B6L4
STM14_3756,3288887,3289162,+,yggX,,hypothetical protein,Energy production and conversion,A0A0F6B6L5
STM14_3757,3289138,3289263,-,STM14_3757,,hypothetical protein,No COG annotation,A0A0F6B6L6
STM14_3758,3289275,3290360,+,mltC,,murein transglycosylase C,Cell wall/membrane/envelope biogenesis,A0A0F6B6L7
STM14_3759,3290425,3290550,-,STM14_3759,,hypothetical protein,No COG annotation,A0A0F6B6L8
STM14_3760,3290577,3290964,+,nupG,,,Inorganic ion transport and metabolism,
STM14_3761,3291026,3293161,-,speC,,ornithine decarboxylase,Amino acid transport and metabolism,A0A0F6B6L9
STM14_3762,3293235,3293459,-,STM14_3762,,hypothetical protein,No COG annotation,A0A0F6B6M0
STM14_3763,3293413,3293547,+,STM14_3763,,hypothetical protein,No COG annotation,A0A0F6B6M1
STM14_3764,3293586,3294293,+,yqgA,,putative inner membrane protein,Function unknown,A0A0F6B6M2
STM14_3766,3294633,3295067,-,STM14_3766,,putative lactoylglutathione lyase,Amino acid transport and metabolism,A0A0F6B6M3
STM14_3767,3295078,3296403,-,STM14_3767,,putative acetyl-CoA hydrolase,Energy production and conversion,A0A0F6B6M4
STM14_3768,3296428,3296955,-,STM14_3768,,putative monoamine oxidase,Lipid transport and metabolism,A0A0F6B6M5
STM14_3769,3296979,3297821,-,STM14_3769,,putative transcriptional regulator,Carbohydrate transport and metabolism,A0A0F6B6M6
STM14_3770,3297913,3298791,+,STM14_3770,,putative transcriptional regulator,Transcription,A0A0F6B6M7
STM14_3771,3298839,3300578,-,STM14_3771,,putative arylsulfatase,Inorganic ion transport and metabolism,A0A0F6B6M8
STM14_3772,3300647,3301831,-,STM14_3772,,putative arylsulfatase regulator,Energy production and conversion,A0A0F6B6M9
STM14_3773,3301831,3301965,-,STM14_3773,,hypothetical protein,No COG annotation,A0A0F6B6N0
STM14_3774,3302110,3302214,+,STM14_3774,,hypothetical protein,No COG annotation,A0A0F6B6N1
STM14_3775,3302343,3303026,+,STM14_3775,,putative response regulator,Transcription,A0A0F6B6N2
STM14_3776,3303130,3303687,-,STM14_3776,,putative cytoplasmic protein,Function unknown,A0A0F6B6N3
STM14_3777,3303665,3305164,-,STM14_3777,,putative amino acid transporter,Amino acid transport and metabolism,A0A0F6B6N4
STM14_3778,3305157,3305300,-,STM14_3778,,hypothetical protein,No COG annotation,A0A0F6B6N5
STM14_3779,3305240,3305395,-,STM14_3779,,putative cytoplasmic protein,No COG annotation,A0A0F6B6N6
STM14_3780,3305373,3305747,-,STM14_3780,,putative cytoplasmic protein,Function unknown,A0A0F6B6N7
STM14_3781,3305762,3307063,-,STM14_3781,,putative oxidoreductase,Amino acid transport and metabolism,A0A0F6B6N8
STM14_3782,3307225,3308709,+,STM14_3782,,putative NAD-dependent aldehyde dehydrogenase,Energy production and conversion,A0A0F6B6N9
STM14_3783,3308724,3308864,+,STM14_3783,,hypothetical protein,No COG annotation,A0A0F6B6P0
STM14_3784,3308845,3309225,-,STM14_3784,,putative cytoplasmic protein,Function unknown,A0A0F6B6P1
STM14_3785,3309225,3309710,-,STM14_3785,,putative cytoplasmic protein,Function unknown,A0A0F6B6P2
STM14_3786,3310018,3310173,+,STM14_3786,,hypothetical protein,No COG annotation,A0A0F6B6P3
STM14_3787,3310436,3311359,-,STM14_3787,,putative xylanase/chitin deacetylase,Carbohydrate transport and metabolism,A0A0F6B6P4
STM14_3788,3311398,3312274,-,STM14_3788,,,No COG annotation,
STM14_3789,3312290,3312427,+,STM14_3789,,hypothetical protein,No COG annotation,A0A0F6B6P5
STM14_3790,3312496,3312606,-,STM14_3790,,hypothetical protein,No COG annotation,A0A0F6B6P6
STM14_3791,3312670,3313974,-,STM14_3791,,putative permease,Carbohydrate transport and metabolism,A0A0F6B6P7
STM14_3792,3314050,3314181,+,STM14_3792,,hypothetical protein,No COG annotation,A0A0F6B6P8
STM14_3793,3314188,3314334,-,STM14_3793,,hypothetical protein,No COG annotation,A0A0F6B6P9
