,gene_id,gene_ontology
3972,STM0368,"propionate catabolic process, 2-methylcitrate cycle"
3973,STM0368,methylisocitrate lyase activity
3974,STM0368,methylisocitrate lyase activity
3975,STM1224,protein binding
3976,STM1224,protein binding
3977,STM1224,protein binding
3978,STM1224,protein binding
3979,STM1224,regulation of protein localization
3980,STM0628,lipid A biosynthetic process
3981,STM0628,cell outer membrane
3982,STM0628,palmitoyltransferase activity
3983,STM2885,protein localization to Golgi apparatus
3984,STM2052,alcohol dehydrogenase (NAD+) activity
3985,STM2058,cobalamin biosynthetic process
3986,STM2058,kinase activity
3987,STM2436,DNA binding
3988,STM2436,DNA-binding transcription factor activity
3989,STM2436,pyridoxal phosphate binding
3990,STM2436,"negative regulation of transcription, DNA-templated"
3993,STM1913,protein binding
3994,STM1913,protein binding
3995,STM2945,protein binding
3996,STM2945,pathogenesis
3997,STM2945,pathogenesis
3998,STM2945,protein secretion by the type III secretion system
3999,STM2945,host cell membrane
4000,STM2945,host cell cytosol
4001,STM2888,protein binding
4002,STM2890,protein binding
4003,STM2081,phosphogluconate dehydrogenase (decarboxylating) activity
4004,STM2081,pentose-phosphate shunt
4005,STM1418,protein binding
4006,STM1418,host cell cytoplasm
4007,STM1418,host cell membrane
4008,STM1411,protein binding
4009,STM1411,host cell cytoplasm
4010,STM1411,host cell membrane
4011,STM0370,propionate catabolic process
4012,STM0370,"propionate catabolic process, 2-methylcitrate cycle"
4013,STM0370,2-methylcitrate dehydratase activity
4014,STM3986,potassium channel activity
4015,STM3986,potassium ion binding
4016,STM3986,potassium ion transmembrane transport
4017,STM0115,transcription regulatory region sequence-specific DNA binding
4018,STM0115,DNA-binding transcription activator activity
4019,STM0115,protein-DNA complex
4020,STM0115,"positive regulation of transcription, DNA-templated"
4021,STM4584,nucleoside-triphosphatase activity
4022,STM1631,protein binding
4023,STM1631,lipase activity
4024,STM1631,lipase activity
4025,STM1631,Rho GTPase binding
4026,STM1631,Rho GTPase binding
4027,STM1631,host cell membrane
4028,STM1631,cholesterol O-acyltransferase activity
4029,STM1631,host cell endosome
4030,STM1631,host cell endosome
4031,STM1631,glycerophospholipid acyltransferase (CoA-dependent) activity
4032,STM1824,magnesium ion binding
4033,STM1824,tetrahydrofolate biosynthetic process
4034,STM1824,4-amino-4-deoxychorismate synthase activity
4039,STM3466,transcription regulatory region sequence-specific DNA binding
4040,STM3466,DNA-binding transcription activator activity
4041,STM3466,protein-DNA complex
4042,STM3466,"positive regulation of transcription, DNA-templated"
4043,STM1925,protein binding
4044,STM1726,protein binding
4045,STM1726,protein binding
4046,STM1726,protein binding
4047,STM1726,protein binding
4048,STM1726,protein binding
4049,STM1726,protein binding
4050,STM1726,protein binding
4051,STM1726,protein binding
4052,STM1726,protein binding
4053,STM1726,identical protein binding
4054,STM1726,identical protein binding
4055,STM1726,identical protein binding
4056,STM1956,protein binding
4057,STM1956,protein binding
4058,STM1195,3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity
4059,STM1195,fatty acid elongation
4060,STM1195,NADP binding
4061,STM1751,minor groove of adenine-thymine-rich DNA binding
4062,STM1751,bent DNA binding
4063,STM1751,gene silencing
4064,STM1751,identical protein binding
4065,STM1751,"negative regulation of transcription, DNA-templated"
4066,STM4361,identical protein binding
4067,STM1290,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity
4068,STM1290,NAD binding
4069,STM1962,protein binding
4070,STM1962,protein binding
4071,STM1962,protein binding
4072,STM1962,protein binding
4073,STM1962,protein binding
4074,STM1962,identical protein binding
4075,STM1973,protein binding
4076,STM1973,protein binding
4077,STM1973,protein binding
4078,STM1973,protein binding
4079,STM1970,protein binding
4080,STM1970,bacterial-type flagellum-dependent cell motility
4081,STM1171,protein binding
4082,STM1171,protein binding
4083,STM1183,protein binding
4084,STM1177,protein binding
4085,STM1176,protein binding
4093,STM4004,cytoplasm
4094,STM4004,porphyrin-containing compound biosynthetic process
4095,STM4004,protoporphyrinogen IX biosynthetic process
4096,STM4004,"4 iron, 4 sulfur cluster binding"
4097,STM4004,coproporphyrinogen dehydrogenase activity
4098,STM0693,transcription regulatory region sequence-specific DNA binding
4099,STM0693,DNA-binding transcription repressor activity
4100,STM0693,protein-DNA complex
4102,STM0319,"positive regulation of transcription, DNA-templated"
4103,STM0319,positive regulation of cellulose biosynthetic process
4104,STM1855,protein binding
4105,STM3176,protein binding
4106,STM3176,pathogenesis
4107,STM3176,cellulose binding
4108,STM3176,lipid modification
4109,STM3176,peptidoglycan binding
4110,STM3176,negative regulation of molecular function
4111,STM3176,detoxification of cadmium ion
4112,STM3176,stress response to acid chemical
4113,STM3176,positive regulation of response to salt stress
4116,STM2809,cellular response to osmotic stress
4141,STM1125,proline transport
4142,STM1125,cellular response to proline
4144,STM2264,DNA dealkylation involved in DNA repair
4145,STM2264,RNA repair
4146,STM2264,DNA-N1-methyladenine dioxygenase activity
4147,STM2264,oxidative demethylation
4148,STM2264,DNA demethylation
4149,STM3711,lipopolysaccharide core region biosynthetic process
4150,STM1401,protein binding
4151,STM1401,pathogenesis
4152,STM1401,cell surface
4153,STM1401,cell surface
4154,STM1401,protein secretion by the type III secretion system
4155,STM1401,protein secretion by the type III secretion system
4156,STM1400,extracellular region
4157,STM1400,cytoplasm
4158,STM1400,pathogenesis
4159,STM1400,pathogenesis
4160,STM1400,cell surface
4161,STM1400,cell surface
4162,STM1400,protein secretion by the type III secretion system
4163,STM1400,protein secretion by the type III secretion system
4164,STM1400,chaperone binding
4165,STM1818,acyl-CoA ligase activity
4167,STM1700,enoyl-[acyl-carrier-protein] reductase (NADH) activity
4168,STM1700,biotin biosynthetic process
4169,STM1700,fatty acid elongation
4170,STM1700,identical protein binding
4171,STM2337,acetate kinase activity
4172,STM2337,propionate kinase activity
4173,STM2337,formate kinase activity
4174,STM0984,identical protein binding
4175,STM2535,protein binding
4176,STM2535,cytosol
4177,STM2535,pathogenesis
4178,STM2535,cell surface
4179,STM2535,protein secretion by the type III secretion system
4180,STM1399,protein binding
4181,STM1399,protein binding
4182,STM1399,positive regulation of protein secretion
4183,STM4286,protein binding
4184,STM4286,lipid modification
4185,STM4286,entry of bacterium into host cell
4186,STM4286,cell wall modification
4187,STM1960,protein binding
4188,STM1091,protein binding
4189,STM1091,protein binding
4190,STM1091,symbiont-containing vacuole
4191,STM1091,negative regulation of signaling
4192,STM1091,negative regulation of cell growth
4193,STM1091,lipid phosphatase activity
4194,STM1091,positive regulation of DNA replication
4195,STM1091,regulation of protein kinase activity
4196,STM1091,cell periphery
4197,STM0457,magnesium ion binding
4198,STM0457,phosphatase activity
4199,STM0158,mRNA binding
4200,STM0158,mRNA 3'-UTR binding
4201,STM0158,aconitate hydratase activity
4202,STM0158,tricarboxylic acid cycle
4203,STM0158,"propionate catabolic process, 2-methylcitrate cycle"
4204,STM0158,2-methylisocitrate dehydratase activity
4205,STM0158,"4 iron, 4 sulfur cluster binding"
4206,STM1396,protein binding
4207,STM1403,protein binding
4208,STM1590,"transferase activity, transferring acyl groups other than amino-acyl groups"
4209,STM1515,protein binding
4210,STM0800,ubiquitin-protein transferase activity
4211,STM0800,protein binding
4212,STM0800,protein binding
4213,STM0800,pathogenesis
4214,STM0800,protein ubiquitination
4215,STM0800,protein secretion by the type III secretion system
4216,STM0800,host cell cytoplasm
4217,STM0800,negative regulation of protein binding
4218,STM0800,host cell endoplasmic reticulum
4219,STM0800,unfolded protein binding
4220,STM1415,protein binding
4221,STM1415,protein binding
4222,STM1415,pathogenesis
4223,STM1415,ATPase activity
4224,STM1415,host cell cytoplasm
4225,STM1415,host cell membrane
4226,STM1415,protein self-association
4227,STM1415,positive regulation of protein secretion
4228,STM1415,positive regulation of protein secretion
4229,STM1415,chaperone binding
4230,STM1415,chaperone binding
4231,STM1415,chaperone binding
4232,STM1415,chaperone binding
4233,STM2878,protein binding
4234,STM2079,identical protein binding
4235,STM1727,protein binding
4236,STM1727,protein binding
4237,STM1727,protein binding
4238,STM1727,protein binding
4239,STM1727,protein binding
4240,STM1727,protein binding
4241,STM1727,protein binding
4242,STM1727,protein binding
4243,STM1727,protein binding
4245,STM2473,sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity
4247,STM3186,protein binding
4248,STM3186,efflux transmembrane transporter activity
4249,STM3186,efflux pump complex
4250,STM3591,pathogenesis
4251,STM3697,galactarate dehydratase activity
4252,STM3697,galactarate catabolic process
4253,STM3697,L-altrarate catabolic process
4254,STM3697,L-altrarate dehydratase activity
4255,STM4086,glycerol kinase activity
4256,STM4086,glycerol metabolic process
4257,STM4275,acetate-CoA ligase activity
4258,STM0371,propionate-CoA ligase activity
4261,STM1299,glutamate dehydrogenase (NADP+) activity
4262,STM1299,cytoplasm
4263,STM1299,glutamate biosynthetic process
4264,STM1971,protein binding
4265,STM1971,protein binding
4266,STM1969,protein binding
4267,STM1264,ATP binding
4268,STM1264,aminoglycoside 3''-adenylyltransferase activity
4269,STM1264,response to antibiotic
4270,STM1088,protein secretion by the type III secretion system
4271,STM1088,host cell
4272,STM1344,protein binding
4273,STM1214,cell adhesion involved in single-species biofilm formation in or on host organism
4279,STM1798,regulation of bacterial-type flagellum-dependent cell motility by regulation of motor speed
4280,STM2066,ubiquitin-protein transferase activity
4281,STM2066,protein binding
4282,STM2066,extracellular region
4283,STM2066,pathogenesis
4284,STM2066,protein ubiquitination
4292,STM2533,protein binding
4293,STM2533,protein binding
4294,STM2533,protein binding
4295,STM2533,pathogenesis
4304,STM2886,identical protein binding
4305,STM2873,identical protein binding
4306,STM2873,identical protein binding
4308,STM4455,"regulation of transcription, DNA-templated"
4309,STM4455,DNA-binding transcription factor activity
4310,STM4455,transcription regulatory region sequence-specific DNA binding
4311,STM4456,ATPase-coupled cation transmembrane transporter activity
4312,STM4456,intracellular membrane-bounded organelle
4313,STM4456,integral component of plasma membrane
4314,STM1692,peptide transport
4315,STM1692,outer membrane-bounded periplasmic space
4316,STM1692,peptide transmembrane transporter activity
4317,STM4291,plasma membrane
4318,STM4291,phosphorelay signal transduction system
4319,STM4292,DNA-binding transcription activator activity
4320,STM4292,phosphorelay response regulator activity
4321,STM4292,cytosol
4322,STM4292,transcription regulatory region sequence-specific DNA binding
4323,STM4292,protein-DNA complex
4327,STM2674,cytosol
4328,STM2674,tRNA (guanine(37)-N(1))-methyltransferase activity
4329,STM2674,tRNA N1-guanine methylation
4330,STM3838,plasma membrane
4331,STM3838,DNA replication origin binding
4332,STM3838,DNA replication
4333,STM3838,DNA replication initiation
4334,STM2898,type II protein secretion system complex
4335,STM2898,protein secretion
4339,STM4360,tRNA modification
4340,STM4360,tRNA dimethylallyltransferase activity
4341,STM2062,endopeptidase activity
4342,STM2063,integral component of plasma membrane
4343,STM2063,oxidation-reduction process
4344,STM2063,heme binding
4345,STM2065,nitrate reductase activity
4346,STM2065,"4 iron, 4 sulfur cluster binding"
4347,STM2065,molybdenum ion binding
4348,STM1576,nitrite efflux transmembrane transporter activity
4349,STM1576,nitrite transport
4350,STM1576,nitrate transport
4351,STM1576,integral component of plasma membrane
4352,STM1576,nitrate transmembrane transporter activity
4355,STM0548,pilus
4356,STM0548,pilus organization
4357,STM0548,cell adhesion involved in single-species biofilm formation
4358,STM0547,pilus organization
4359,STM0547,cell adhesion involved in single-species biofilm formation
4360,STM0547,pilus
4361,STM0546,pilus assembly
4362,STM0546,cell outer membrane
4363,STM0546,fimbrial usher porin activity
4364,STM0544,pilus organization
4365,STM0544,pilus
4366,STM0544,cell adhesion involved in single-species biofilm formation
4367,STM0543,cell adhesion involved in single-species biofilm formation
4368,STM0543,pilus
4369,STM0543,pilus organization
4370,STM2264,oxidative DNA demethylase activity
4371,STM0400,amino acid transmembrane transporter activity
4372,STM0400,integral component of membrane
4373,STM0400,amino acid transmembrane transport
4374,STM0304,"transcription, DNA-templated"
4375,STM0304,DNA-binding transcription factor activity
4376,STM0304,sequence-specific DNA binding
4377,STM4583,"regulation of transcription, DNA-templated"
4378,STM4583,sequence-specific DNA binding
4379,STM3287,transcription antitermination
4380,STM3287,cytosol
4381,STM3711,ADP-heptose-lipopolysaccharide heptosyltransferase activity
4382,STM3711,cytosol
4383,STM3711,lipopolysaccharide core region biosynthetic process
4384,STM3709,cytosol
4385,STM3709,glycine C-acetyltransferase activity
4386,STM2305,CoA-ligase activity
4387,STM2305,o-succinylbenzoate-CoA ligase activity
4388,STM2305,menaquinone biosynthetic process
4389,STM4138,cytoplasm
4390,STM4138,biotin-[acetyl-CoA-carboxylase] ligase activity
4391,STM4138,protein biotinylation
4395,STM0112,leucine biosynthetic process
4396,STM0112,3-isopropylmalate dehydrogenase activity
4397,STM0112,cytosol
4398,STM2272,cytoplasm
4399,STM2272,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex"
4400,STM2272,ATP binding
4401,STM2272,DNA binding
4402,STM2272,DNA topological change
4403,STM2272,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity"
4404,STM4130,cobalamin transport
4405,STM4130,intrinsic component of cell outer membrane
4406,STM0489,ferrochelatase activity
4407,STM0489,heme biosynthetic process
4416,STM0643,cytoplasm
4417,STM0643,"intramolecular transferase activity, phosphotransferases"
4418,STM4584,thiamine metabolic process
4419,STM4584,nucleoside-triphosphatase activity
4420,STM2948,flavin adenine dinucleotide binding
4421,STM2948,oxidoreductase activity
4422,STM2948,FMN binding
4423,STM2948,cytosol
4424,STM3818,ATP-binding cassette (ABC) transporter complex
4431,STM1229,2-oxoglutarate-dependent dioxygenase activity
4434,STM0968,plasma membrane
4435,STM0945,ATPase activity
4436,STM0945,cytoplasm
4437,STM0945,cellular response to heat
4438,STM0941,efflux transmembrane transporter activity
4439,STM0941,efflux pump complex
4447,STM0640,cell wall organization
